id,preco
24887841704125448157191892411715521315,
230199425899098091542244974035896211783,
74011957647759301081569160773746930781,164049.22
144733803448319336946178686862337261379,
142405383752199423425786993458884627343,192222.17
173324636074769296529189625730653285809,
155561347177954121142041908188975524664,
86026435063413102427450773798842306387,141738.19
229257356284378921190587377871031567334,
249214025842220849314985638373204146912,
83473208885390680674963932777363338591,147739.06
180580369832354477560560602690825188300,
259490022068441742630539072459542535148,
120796267956232721185119513957760631683,
241430542672617103205615601633306372934,
53091847780640456849632756954612576434,
171977066567630375608946040261692762526,
201914625874463660453645362442088079106,77380.66
84059384063449374632880341259583908854,
328387208591072585760315241990965355447,
17154426494022331794126934878064958948,
192000139416378047888346422176422040661,
180081646479210699334128198669796160399,153680.78
253986101323166575416961447245174692901,
82036269311688064017582673374303244526,
333919908274208141229966147873771212013,
313704772228414954684896419439906454998,
215781134391040786413193932814799270790,58731.367
323576127340260635108064420738794619615,
21266736316299428255003871822385501006,229774.97
186277892327196401769009247007141845185,48350.754
118653739393882803347822121960128540090,
178402222675267324741137977644713188119,
14111625130403982018582213981963028060,161934.77
325687469192316037825715120219693138391,
338873463459304189674358773507615464140,
245440709240117885881946071499467553000,
3992284778362807624983933766586748960,
177917688273646190120585781998870609412,
307183333739200840624177841605072041043,
335470794133402209198153397416379022899,
203204241445015520264242319199812317633,
134385257647410245621873088337082618012,
6540687257921476537365937337199234069,
203239807831030319375520809440266391745,
39376528018535015868934510381824165952,
333342898325227485720191018314201595565,
216088076765437530118227326459456970218,
294256168413360318515649740566516009388,
249324748703273289890304775287749567094,
227934818343215729770705513085856574374,193939.42
157501721120159053919391416852016284295,194046.17
297125857657343693187052534926914461136,
87136029063634093621956857943240285302,82227.01
199891203388386369979675076525848750178,
102123055616796056444516517520597098387,
237512146312820589708317540195709404676,
30984280450885534059052913279584065254,
126374200467604593804720277004278327103,
317466905352534178610659571519473694514,
52865229602472061804485324233666817912,
86984224502002234419916772572194051581,
114416682475133609697441993429731470073,
49500288896238366923661810598993127844,80389.63
15465172849640768327142827133509494439,
307334256328869249308029400432335737804,
228144239113577275448986710580982616029,
287139027642678210570007827534054265052,
89914442558408418710315807541943703503,
157724668439282941424079171387574257679,
210560980823314089239746782467786021918,
9533463295747584642161614887871041149,73382.82
36155487406786930325759004510880817087,
234127326236134497876685668798607764717,
280305492068078804619353598740914253066,
206680675239217462017215069720218496509,
338819821210509135508780606674721178321,
204709679839831821149432932813402540678,108224.81
90875432458421346470025553495778630510,
275475573967873268188137718480930488822,111379.92
135798733167447402777119122060701579452,
16467710364998450246536251528420949308,
154737869680607241704521619955620605087,165298.67
275775611271881132098534927222118097805,
60452051161648408770616607730997043495,
55573982790391311975887758207573440948,
253718454255114896228371873750181818324,
314064790115053828119555179443554195527,
189570492320793832454485868809143337405,
23825261604921702409641748375342950297,
202301262511978571352794896695666151810,
104239568090079872488280748074678202013,84590.15
118155484109908082546418446225943368418,
255279298803366738058226980815231053100,73133.48
205713080891740291665828451730565250400,
271567936429803209749917402080660109484,
83500313040262972087502975096864972395,
199825580750147224320742424928048221511,
35503660709160520879029443480036147850,
136744533749502088151319862288356809373,
14646148787543855550889731877407837757,155162.14
175456875639756620367724513315924621300,
171887264709983159676256955690666649895,
5575201071375003157687971982995539245,
11124399571277862461246801293141325136,66946.3
278012921215945326618316328031414262851,
127163062492495403313007757062409704463,
302695598952433192347337048974293502177,
339163194157299289931219327984398277845,
253179630755522290489067862817016603658,
107540865078806037752380310797439708594,
202747226890809260721851930190733529606,
198478944601280023843585927406172044192,
286842543879735416835221285521231976811,83960.43
143789229725002136498207123538125838974,72500.49
78201854589030752101710975166249263249,
71539818043384923993008937350352775921,
123838437268533573587350797170799646707,
165334355852046750199663818885453553125,
164847888876547845123316770012937374547,
101135033363139067389828698436653266246,
141374361982310778378841790263765631649,
51501364974414551550325981205185510805,
333098681727869732356509759583146783243,
80234378433697420595695125518109986563,
297673004618655036199009294723374585563,
204724813217968425232608712280389418541,311873.56
164732854026285442006125485235942552321,
65445352835611637166375000661944038142,
125195180397772507627695240202467616668,
281257928188831742236443910034481673827,57648.3
72760201997291128414816024649253969344,
144585264635919229685952729581604945954,
109409243019479710215976616629206450313,115277.21
66976033741316305775253961608283832449,78912.14
115854473798371071480763488769637364279,
232720943751601322133996644526033346639,
323041358526122545640238179512661294945,
189571065590119531459030372972988857152,
278830396664534453595290082331423099313,
300984310880819626428136259167264912275,
173248095429072161014036748849902411499,
129039911398138055955082870056864208585,200941.0
146454092270544064133929926301811629242,
129592620248405902350506193046355842071,145903.56
55178716338064917038254616840335174957,
188552232778524889431723723986535909404,157905.14
68738777473678077230673408625002210423,
143650065470937114392016771268791037586,
217143375116427375702730221309107403659,
285857547045199800914494123990612675859,
135307513104369620859454296925004799348,
2903351729996390981740848403629759694,
235485459871309587269171897031165221213,
296017386177026941245492297942507209980,
212929532835870383542328836465070003847,
44792053188804682010358556072934285054,91357.13
249680012909723910609278828815276571304,102410.83
188132402142981885165263956858864369324,
243258499219043077613643874357523126764,
297502384825462058870825265698631506218,
20484051710416552458362127419414396483,89398.16
253948032676146630057917662989603693686,187717.05
98200588353689152620727029014419954738,60256.594
14122791477208854429014550356804400039,
208598248089930680140265319653144824605,
298475622302531653739931464689317637382,103027.69
2588788666534418410890966725724910669,
9712628666051113562075298365964280298,
42967026650221222538416328816510604054,
331810071519527017054662796283672827753,
285315356430762147444442091168700561658,84315.18
147573383959504740059941130006954501777,
173651776695050274824006374512756309389,167861.9
22835259108646484176565108425554436078,209487.12
163335522228145786871413464789921268309,
79580864837697488703994857109875663787,
18093722071694246612028534734330405579,
163127155367196180506199396832607404204,
82699271274473815957784110120006001949,
119898092235710363179284535290646251139,
68120108316829053172179957063351984376,
54499599180823728159929121859469171058,
63151179630102261748377560506608730501,
145333654310498724413243546511454058666,
336202983245746974226373123199424097932,
80276587309374821603900109141230287582,
211510309891117464265129987388111667353,
78028571701435535429546616699600331359,
113813549074392740531940720784724859923,
4297685766429111946834915150390189282,
23624265453284569334580840870468227772,
40400071986899913450748881177856040087,
90589443095105813267320082593691880299,
64930320159540942897278013024377003786,
319957631812806416896645654922579978210,130396.06
185473026310374331228749448739740100876,
198280088122233304964566473128626674145,
291324486703807995327553620926461671907,202933.44
252398412139115738462469940945037485073,155932.03
161513792123050520899783414867921277743,
133941859718052376156303456844748611253,
236698763821887412316107271979375660314,
220897024275644074828713990540418001480,
125219498777135759021804991213472079499,135192.8
225236262665838913695842569911381819725,
102867026959240407948863384849717666215,71015.71
334671611250424983149953582105157578426,
202238857962075377193838528819386294360,
294826381461538815116698354410337718266,86929.625
134053582412896256417478477747987287732,
69566145365553240194649203258354537667,
150522366131828823598206712951808461386,
72250783403620887886049259732989465968,136159.88
149743770509507373061143632577402033728,
96337196940644833794308798210198091549,
101203276212024016119653519236468639800,
31248253943168014374462287394366437933,
23539713890923689632095795947345883697,
119322438176104956226268695372268675189,
160148422500349597297641255927779145208,
175024054306603048190034460949283367640,
261523753462729151781825862367880716795,
128976127984583243513716114394905806987,
233048716786272920943060104472101528648,28997.645
174511354619462076066154910610110813789,
226725547755504887141429761436521674936,
37652492323093015957225863667113657025,
208214939247030690269364941652277831787,79944.82
241049905561862937130737499035170116056,170052.94
309355085650997328553497310476053555098,
210728588879522143994459928496984844980,
251083960652402088314844346716818748512,
32588674554020939958007130552937642615,
186179222591093597850855476680900540010,370822.53
27856973194359145454264272031826593500,
329445361760243842983634726634422777697,
60285670268150123009417941193032412545,
239904779609265423768652807122712092991,
231650690900163478605841528958264128339,
321482777312909765714981366332440515385,
90621921514849077206690405468877758127,
276639800720598623152441995708769505799,
35599638399921433618138546235782154856,
272428218641207652787244740019919302305,
13827434808544997620760470011697996468,
279109446575198515639225706796741027578,
321479234739908702289078207762751987253,
174226979497698774600206385080890750393,
182865986909959534261193617972188889622,
172437796940895194616424248937567297033,92890.29
282030584629451581278202376721710140253,
82428450005224601160890646842224934962,
61024120410364780648670176969791841597,
96433814024280757107003356846278915942,
31246285850180460465016063464660475349,
245585367744756540172202614617202064353,
237394978259990110809417167930788706709,
334096094956643999902665108397890687915,
306266746511331768733272013281118295466,
251860337105667763925066449012204406156,
251653768642785546864541895217336209511,
291620155159733413978494988074847918877,
327080493597510383304380083829027279620,85725.58
244422386314672151923814279993057016197,
170462664291315293128991148401721771893,100948.16
257989218701519970657409064642825336761,
331374419574041081900320833387314971312,
23073044984134910223233700611528674857,87560.48
42997397897279951237916754310773533848,
63298095955990174110679892898906751162,
297497593148569665484188355438474127610,
303445302866133442197370745635093694607,
322861063233554373348361057314083231866,
48527108152221097263004277032742101901,
75117505424078084191042295334377867157,
116018537774967638136657499654347725670,
135383065058255621626762415910044371310,
47574077580288490919190048199821943843,
6459793829982592475621262167303176441,271181.84
95106860532472896539899332617165990206,47551.9
28782640768709979411527357307827215206,
262977950922453685910476157547202117178,
174071088075748030245400208914439434569,
124671737261089704157954636996271464368,53392.62
269337118762467309308463785279520896705,
209259198101109684380882037267825895191,
139370578642362418059309898482433877864,
28994136543280939635253308565413799637,
293258297621810430619050641692062405291,
272381528732508241840132189183229013633,
307874037903053987384098599658954960403,
114021850146525252940099530982196156899,78045.52
85435999546019100641741099476461592814,
103119620189893041936528088174707335721,
314561543389180668998532834943265131600,
239141765600935393217628201889053036054,
76697964033457283201307050020873621097,
264305253634443490177586368628574983127,
131551992554677248780326195041999521641,
198837458199740351146789848033075668948,
159709089640309121793209096188059608454,
240435520661011051559441709781667984799,
23716439816665350271030334842843532806,
297198590332052235629209184892465938488,
197440825275921787996050910581003183399,
180745679040798042111497260945986779480,99520.13
119990119986468488812276117215201680242,
6945802264217055818092053196773826385,
63104735371462773681687091469410802663,
268014220097092881785502328357683444201,
8201931349127617775359419030543521126,164839.0
293424115049060887892633269783012383044,
197527187648268149802247209693405400409,66563.74
241005170925789036667791898595595904503,233179.39
247539232104409163657861640451876304710,
202615412439834095586482453962687156511,
292921571396805845952761765719774180560,
102146554643520147196799385145966778108,
204594591089767708292473470732793468211,
164465677939480316050438667344105947900,
313502068069833992081242489791425031266,67591.03
235768787164618217165155438262046263692,
55482365971527415759968201272640894504,
274510050161826866069319990064565352379,
262354354853492426548394391999577075965,
225178758495725232781682742284966795979,
204835397801258708635166012232206159069,
120967717512667959337579062496782760110,
69384468168979227396597175419708401385,
172353782416662670206836966071405640207,141738.19
93664377973271838839872435717131202372,
336962307751087384360720729772151938674,
223211215527692183328503667521863673491,94673.37
187613432585728730467042277361250283606,40065.973
296796692720149849099945091958444423201,
296694309736193534514080707751418764951,
62668871867764030771057639508006689193,
5831364671951890472547869995277254299,
263520175526383534143113600685410797656,
93913047554725302387672925099981219688,
187792144573873345913492012481628017632,
77193727270470647613941630346905657311,97269.81
93244863950305285144596145833484120288,
45554261791996034889771606828002084386,
145627501098448461286251287367478324636,103936.51
276147028044265022870578596152793055114,
101810035134786842992753455846496289258,
323649586881187815567646172577411910445,102905.14
240863300038824173019158558840375415006,
173259610703588301741742956959056249895,
210905950392861096479052960836081656317,
128123573544090055831088190798031307459,159089.9
55331053745102355983166789843999492215,
48924668154930834035890216021535860354,
98224473881241589576622027216816442592,
14607365457941867148801170049009692501,
167709308386275857976247794371249982492,114573.125
281031027492928380289843540495909878389,
317149933610832227902185030471313787327,113124.2
111873775427756287979226848974192301259,
21732850300051998297432811644962009424,56200.027
179559082498078581615567026913696075672,
256602505649871276722662307659510294211,41509.168
22837704223911865020431001608491555752,
153159405405938019793662006311248601879,298371.84
68046588578452589891125601598293455313,
54671517419370338496053937769382791466,
90733476337379567597363786612760856032,66946.3
74829755756627131841443634317001341736,
113699792614803396920615618241540403401,55260.74
30936748530163120286385641811335600461,
286718433484587099650313690594810283594,
53040905238521430480941937930371515428,
227799093612016492473942204223898916300,120818.28
105984803437282127547981289078723527950,
136216515618315479760141515440713508817,
313923828364562409583774076139412029011,
256535569668688044055657155972002367305,
161276830978411174065922231037346740601,
193023133616328233897351538456231158090,
4512377955309037570718946592053675659,
241451673262290873796345276645171664574,164839.0
333137917729421843565229448550132743099,
1221041602141664073474928881033556208,374492.66
17693043260028121027089293608575874719,
233874613249501726158359004825126672717,264682.72
29423918183434242527795245203965210040,
123067147644698118361563184329144169322,134098.77
67576390047220591927881908117280881658,
336003013146988853800784692458907554574,
70951099996019165330364593572305503956,
151224142156186274037047186842294495829,
146803890080797364411341022309509510264,
25487128775669594102704570724088844680,
306159349104268798007063272844916813953,136397.19
233291875187806547977182734749322121862,
103649543423223076863255553023531795834,
270419948556221225284557703914504804773,
153143792449153214053000004836545450892,115465.91
230242894518258571172529839682883252730,
319099264280577149828280051496192787761,
146492844261498105735420560399358236019,
163251387522305411570093471177086938140,49697.18
25300857819109779184345067172438647882,
55633187676924862681300840783529537689,
49199423497082223217556870394814374486,
232357932937097041210389446840660380427,
179483086047331285983377132760211350903,
29373031418043196892692294558664390417,
107534969967686423893345820589020535183,
120571815096626943750133056908936948271,
7421158607189639371215373350674206761,
238931719318297330950784975087797919596,
202740346843306123820415199475859312431,
16689349456841037733448425087673613313,186127.12
148012297211569996918246033270198429904,
128134122255386696428544882265409106446,
167571214511516832945171208176627612712,
184011296344462591085710616872611436235,103936.51
169465487970916295739813846274011675806,
130361622420383463631320628394717003594,152189.02
331939185720524013599255400570283504929,
87569485918088662283183271922738488516,
230770798992268501450776463003194639732,
267366593531094671806032177970423243545,
199926103285675930644982006459416881508,
266968967193173347503176998725646076891,
167826333249432716075387587663476830642,
108079317452072310552947425358187509795,
9168411426075452458185969563102169587,
220379336042208157890174508853219985932,
85409792209302072958295631370822171481,
108315930477246960256898885070132765549,127597.055
138178784399745546903000249739742628317,
109448753225848176241892743310724339979,
48101656465622908930780775584338307218,
232801260678107817119662434103089539368,
112833514130234775896592581776665798909,
9384820527271037871381619236739389861,
315097976795297949477277736372802455645,
312987999748196768585101910704287518542,
283651273349744897088542597613004918027,
191707011347213468997511459845389328772,
106126552952767148144530241726666260248,
262257703451875066796956509815234366525,
255899024359694569239113092815148643067,
114163801675410359107519624300502244902,
301845691767161820288502742698662503795,
92399079994829498252553662280447550917,
158804745485988047989860050863828343572,
318699126633889037088666172336291942624,
297113933456367162152615096919381931216,
200474866821927106545646287488808154750,
223364885293845944023077962389108782322,
324259604829407840034702555074969608284,
304251078569827531719315443927824180532,131899.05
85937733805633898752021913054308068083,
108988859207308663542987611483639159746,
47848824771395338822774077770152379022,
262530606945227352928297373721306909095,
85655886151670580390594330040409894715,
298184819601131827432255644952446151139,149176.53
95408789758622402538585804660216291413,
122922019966644222202211091240044218095,
6183578569648095484412718463440995947,
274289386281548429745922021350086948492,
34726844729402804128730979944393175105,
84586487247906666871938532911179156985,
120720460409397920123702648540262031826,
177428445547268755903878606004149437457,
115727112823962086715150476270670577224,
339528554109159399082023803339182894416,
112278505536089834610003192301155278804,
150655854973961180217246925576293399359,
205140978981549998314456055277617950113,
143222924043442198672515275261268840852,
222242097176001330821166420256776320110,
185476235461315152883459846018078939215,
24794255420283459042556305910004824666,
170386853337925700376054620257950480449,
89599337796887808678188089542023955663,
132628385969591720084437515617436345258,
209256260831814267858812755372744724120,
299146289036887060771322345088475321603,170953.94
92140014150081803186089534965577345234,
226355025621852547584556966612186353329,
111623792219171615574882803767741582070,
46237632461759844965282080433067697831,
61695533361580951386408461686939254088,
117251161372699306098820073617300301321,69518.305
162614583266159708266060544483628565702,
18256075536139580588971282656211823044,
62654592931377320017541022105734341203,
134202830665590339886104045100211910585,
21466350819012893278873017601774573473,
197898324935814690760476782890500989679,
218822826497051928064213202937899447261,
192658336119531627258676196031085516123,
223774110559714138774010498697179442824,
15249136929818490067287455981620239864,
130656210153993294370526814910713193064,261515.52
166391612744862182994035048026354720642,
280509122589601939716717203643713325254,
50223846429254930232117360429159322266,
43925799629666704047178916587341580228,
337502497904050294645895317224982883125,
288295058279943284835951085101241297491,63994.094
280534277282576185484996327752707755697,
258119514855432888420937880472534243207,317377.53
9772834812601520113189408874212276295,
66220066710315663565407281725948002612,
110727436952411206226008905770428374199,
327459637510857203580281319398736411093,
180902441541917081439197762689970056157,
195646360202006788061140201502351849360,
10984307821242410646630392008348020221,
76885141875662922763960223233735311473,
55137005805746570514574168127221219837,96229.04
76761833385223063046137359308466820085,
262777752576421472839978739018662329400,
107836276518637544399059825615432470967,
164706530572775337339120928635583108171,
145636524351214153172239589036091641135,251402.97
90011607384155384770064092836449507905,
32013060510255531241399955107528297204,
58132250069377287141439325366186131348,
260299131919780391821764897939650436269,91491.41
184335110908305304561788893627314383822,
285609111316912174215182551382226425438,
251285943387521253992985543292401960687,122061.78
302864442564466057520822338223671948348,
210195564817765968289490858267398111800,226868.33
176242774880698206057229450897907718536,
305349260229463248624223244096533976565,
306130767528755227925470070566059891463,
177930325763688060562347548389612272986,
64758506056774013252785672377511544866,
126257881433965685496756133890598020862,
45550438404830077352673835502361099690,75218.13
289636635413122103808404958199468056778,64313.223
231679144052465154412903539745619452492,
191391336220553970914055796477701508997,
49909897301417576140462097782221287257,
336903809994643761465525983359177296392,
40436827956495426778336635685792858652,
210353392882468865098074135417735838141,
208927952017920785992992655794401270489,162150.05
68228648817480960632243362783861146900,
307747602889219211610957180991715895216,
8375557495036358634111445312703241505,
166716319611153469610934888302823774467,
120656670300819127990639685601218036143,
88908252589658796568084855522623433205,
262495862260503272478342633552949722457,
136802685343150415101376293503648004384,
283057648150848548139517076380641390056,
312015766270400598356098587631288926820,59205.617
119763057072017066159608766082934076498,
25690640011138977899183262845290313134,
192828079702959759018822330963789483677,
151240579350997948502950208778908483117,
140625652985486528477451563589449043401,
16624156396811961478050606735457627266,
21613869578512592717518284113045621238,57409.695
243551972103953672143846431985519760754,
293740708241318791669353330470080169142,82102.65
226094743039807410440053576284910789897,
181600626434117988358546010762037198555,
190489145631771051882253257791214845124,
259736333159798382669871155120834163759,
186588760731007689458335177302459975710,
24260661938461244929865469137377193366,
205930353514314629250640208542184640324,
241181928168075807325772631323399010512,
98698055209715855597433139576602947875,
126252611180659645699525588106032964204,
269167468196146757335446717604343242917,
267527403562136683844202786804414467738,
300793628976504709458030764561228475482,53471.35
75389753874545168689507080802929900647,
135851566225364566546612559761012478373,
268830704055098708319094509981463638083,
136623509624011484546741952752293081148,
237309455263492788144133810655915453947,
123409373992677055364445316892452847513,85996.78
314238367306004697407333679394517841792,
314950546563098001766558340419152432651,
218742797854613440992563038162888036227,127250.72
321264688634511960940641975439150174807,
144119158392337171234271973682242378150,
33011262467499849919312382913024124169,72500.49
229562746935930016538341966519969728870,
206648217531879332134922567321935657897,
290685733207147541407923880881331261757,
262358741451692325992969588417204803798,
270100366478408615436964366181024475931,
45504148997984772389594179220176928755,
116419329991514785491032736555588939802,123125.94
89110394236923650834632681025843108228,
333486917726954389179117824504961458272,
149219584910540336360733634483944984326,170052.94
249381854510347539632339297030477466473,
73872849527341836478443739851726421776,
53609929547882738911808112721167643653,
225982378560483961855411934166313974558,
4276901659449223087609005371937738017,
118420096741187498219005751003644395951,
301522728698534685718104198843854197351,
216959656527418216542205371197955959670,
123327799953051350333010366222294060578,
238254014216869968059442179929716093143,
103551839541761704464426777028372229534,
76544939089941810967361398666355059537,
240778248532064529084894499724060305348,
328240021934306966416897264153381802457,
228036522019557195074237059398439426450,159969.27
159850181867459780352801131089111140392,164049.22
221293211705172354212445322194863650521,
60343520306833106510071828554037698440,131818.69
189037221222604584062425875038796290191,
57663864366925673303426237616187844778,91846.43
81218864313508613523377709682527975548,
285959433567766949473999294617046662402,
92394939623999970723025095521670627338,
300203431604138570702364317056454042917,153890.66
173648547722987273495065873770373434244,
20460452553056329939153770235409976084,
300263383677028581847780387686458306394,
315202589853025374834084230786972594073,
87235238473430032652813247846955972070,
197002501982322158557162329244583557588,138121.0
14812885436461805752276952615455945458,
68435914216713184369474891692835966752,
69104470333976614795007049300623576136,
30046656120418893978099757522137620962,139676.92
293384103379036572963770956641172244857,
169530869409075335511942264860873478892,
282958524415924488303739828407673925748,
145714772911843787656542974748578044635,75218.13
216183792638534029544096536344535847563,
108418801210829973114822705162204852919,
222565133238823517991123445177437072745,
227490089599844220529809424405008367883,
46239895589184055567923846272789390497,
30526168197041161710751047674172316062,175104.34
62189758820958241647127453288783878139,
1719939114839985182846089842804327564,
15013725548236446707858946279466721941,
158856768602693113850026939699924591243,
30601659644380948561478340558900406434,
270163469946048958522354446251774871766,
43963000886548237435878266273065536967,
14665856188943998137139019513770248872,
93563013427712410109407081864156464996,
195465912095705903909556124108212078280,
168584833692513090381074806639903605691,
305741730768990326429927288817831456024,
59167674311801853429663590312827495608,195197.67
31183695527115245406700203944095738965,
297904158349555290732680375948998567209,
242628366128100292611503428107622871702,
230757051078171587719127971257715097269,
98120260765478474048678355821064367673,
256639243686519927009201817196964151886,
79187047650758625580409299723922712878,
311752705467675316200191106651978106816,
204828787463758031438504685833398686774,
319105170841143114175587354957805088715,
126714464832004181654894360965899752498,
70148799552667773965147533395234046851,
203365551357769884990910095016490475386,
175898694990184852052348072495773631885,
47001466727827731994295001541164642273,172376.1
276510839849519016305042424287247986349,
76452091366704058645219888240681241409,
69693297653094617489106062466066629534,
303825974833510864431798193864908660791,
171492163035595111628496290797477984112,
327760529211490561769164057198129253097,
155970154249601144139922980315784117959,
66000366264790113207491068866315170461,
131318614391424427065545391912990239401,
146392305947139723155665268932603335960,
36309228433154149680765476925379511850,
146746046682875658466966114869168128671,67591.03
320993205247504209959655015300647514662,
326283109173971678379008402260716234768,
35889190274552270092701121409619192518,
231060326234052869360069195094646568496,
16045743124011406038424511849539326616,
258516694174064366739176638549671152249,
228266394603301768832849740313633432677,
282233072047313110960932944511284586881,
164786996446137121290059003393781043883,134719.03
231799446707478880584429321247349831429,
9571597612181403647773370620737724628,
196413979369266077866905236396721759886,
282671222794354192311172633373519824672,
119974941986936720696739365743261717203,
179024557062818010717815009498298269983,
95814020398655694069314196714426124913,
192776665677799314030471079311691949099,94059.87
262467149346691545905457493565831656998,
64297988966578550047122596328394863169,120034.1
134938574079192166346224287065886360442,
17669886760033684494548870270239737806,
66349765277439854817921415834538767644,
284034315360981182219099833726344029082,
32100453079620560684858340231397455836,
129922465034346776869931147147769721546,
283357685782940794067119784788993983963,76398.87
297962468372547872141698023000262289698,
73526516434039772840519521985941740662,
74611786018376727261318805096891857391,
324478415116896825229977822569876445401,
63780843383942488895988550024836552326,
292603946782764080815152441848955195504,
82846897566015097268141242115300632294,
81364030358089093520097432096416858242,
181195935686369718996811293202518287491,
62488525824457282612658352455791085889,
131345898536123311458866383773398026100,
189653310939559035421185625795380158055,
176730162873503898047815883638633967792,
310579525723202282814381819961276934305,
214889518448699337473887431841475431280,30966.793
239916948165131308689491963346776100249,
250070878238999611202834911906515851789,
280454134612638147550958983383370786897,
97396954075275279017278294138030988392,
122204014527650834429398318241445217669,
99245145334662342824259646512182810939,
195303000263604207658596939752154940983,
27260862436099100018254333700673907028,
107195972104723291561248605784833532142,56200.027
161896150826935988906906968761911480010,
178480607320162307471106738651379005380,
102005608597030746591831817902091717137,
159450698299757372835313374837388033629,
18602377425532162563448733616978651133,
148883842493031511237032976758612210444,
205138290971168374251822276015448133524,
339891139800729604642599009262955505260,
239268790186102699926305495664419761170,
151911817898319909328128237080712104250,
33838668931455242690936346330599676057,
79359620674258793399647117433662787182,
62157966293423235095695736354207427531,
302692411709589244952407852245668834930,52545.18
145881736620165869030153254202962453185,
89674538879560624793167204879402280593,
149279565484493637137954334677798743776,
257364336087839413686766857753268138328,
157012429286240413175785280121080842773,
216860989439300503759740357535077600422,89398.16
64581738276175677118272374504248502836,112265.805
283468748932296338994431634219632321051,
10501232394136174286090722920787088584,146025.08
201947047443812603378963719622483457569,
85454407725263038759992766008845972687,
304464770431206429670235736655141243955,360391.7
142477273878368396626901073802512123517,
60349950728553899301517283279662526799,284417.16
201051941944190511243221789759935428682,
321295567907488534992943864862882797568,
334393592738858068524700521581681669509,
40675992200790765138293455691713068363,
216769837504250624157368238764945441140,
265536418643484015110433818759625238291,
192332723296736256903377072002218027490,
94818145495687948512873295272683959411,
221474412628472971404494154074606653485,
101789186379676709053525693781450541353,245612.47
